id,label
533,1
534,0
535,1
536,0
537,1
538,1
539,1
540,0
541,1
542,0
543,0
544,0
545,0
546,0
547,0
548,1
549,0
550,0
551,1
552,0
553,0
554,0
555,1
556,0
557,1
558,0
559,0
560,1
561,0
562,1
563,1
564,1
565,1
566,0
567,1
568,1
569,1
570,1
571,1
572,1
573,1
574,0
575,1
576,1
577,1
578,0
579,0
580,1
581,1
582,1
583,1
584,1
585,1
586,0
587,0
588,1
589,1
590,1
591,1
592,1
593,1
594,1
595,1
596,1
597,1
598,1
599,1
600,1
601,1
602,0
603,0
604,0
605,0
606,1
607,1
608,1
609,0
610,0
611,0
612,0
613,0
614,1
615,0
616,0
617,0
618,0
619,0
620,0
621,0
622,0
623,0
624,0
625,0
626,0
627,1
628,0
629,0
630,0
631,0
632,0
633,1
634,0
635,0
636,0
637,1
638,0
639,0
640,0
641,0
642,0
643,0
644,0
645,0
646,0
647,0
648,0
649,0
650,0
651,0
652,0
653,0
654,1
655,0
656,0
657,0
658,0
659,0
660,0
661,0
662,0
663,0
664,0
665,0
666,0
667,0
668,0
669,0
670,0
671,0
672,0
673,1
674,1
675,1
676,1
677,0
678,0
679,0
680,0
681,0
682,0
683,1
684,0
685,1
686,1
687,0
688,1
689,1
690,1
691,1
692,0
693,0
694,0
695,0
696,0
697,1
698,0
699,0
700,1
701,1
702,1
703,1
704,0
705,0
706,0
707,0
708,0
709,0
710,1
711,0
712,1
713,0
714,0
715,1
716,1
717,0
718,1
719,0
720,0
721,1
722,1
723,1
724,0
725,0
726,0
727,0
728,0
729,0
730,1
731,1
732,0
733,0
734,1
735,1
736,1
737,0
738,1
739,1
740,1
741,0
742,1
743,0
744,1
745,1
746,1
747,1
748,1
749,1
750,1
751,1
752,0
753,0
754,1
755,1
756,1
757,0
758,1
759,1
760,1
761,1
762,1
763,0
764,1
765,1
766,1
767,1
768,1
769,1
770,1
771,1
772,1
773,0
774,1
775,0
776,1
777,1
778,0
779,1
780,1
781,1
782,1
783,0
784,1
785,1
786,1
787,1
788,1
789,0
790,1
791,0
792,0
793,1
794,1
795,1
796,1
797,1
798,1
799,0
800,1
801,1
802,0
803,1
804,1
805,1
806,1
807,1
808,1
809,1
810,0
811,0
812,0
813,0
814,0
815,0
816,0
817,0
818,0
819,0
820,1
821,0
822,0
823,0
824,0
825,1
826,0
827,0
828,0
829,0
830,0
831,0
832,0
833,0
834,0
835,0
836,0
837,0
838,0
839,1
840,0
841,0
842,0
843,0
844,0
845,1
846,1
847,1
848,0
849,0
850,1
851,0
852,0
853,1
854,1
855,0
856,0
857,0
858,1
859,0
860,0
861,0
862,0
863,0
864,0
865,0
866,0
867,0
868,0
869,0
870,1
871,0
872,1
873,0
874,0
875,0
876,0
877,0
878,1
879,1
880,0
881,0
882,0
883,0
884,0
885,0
886,0
887,0
888,0
889,1
890,0
891,1
892,1
893,0
894,0
895,0
896,1
897,0
898,0
899,0
900,1
901,1
902,0
903,1
904,1
905,1
906,0
907,1
908,1
909,0
910,0
911,0
912,0
913,0
914,1
915,1
916,0
917,1
918,1
919,1
920,0
921,1
922,0
923,0
924,1
925,1
926,1
927,0
928,1
929,0
930,0
931,1
932,0
933,1
934,1
935,1
936,1
937,0
938,0
939,1
940,0
941,0
942,1
943,1
944,1
945,1
946,0
947,0
948,1
949,0
950,1
951,1
952,0
953,0
954,0
955,1
956,0
957,0
958,1
959,1
960,1
961,1
962,1
963,1
964,1
965,1
966,1
967,1
968,0
969,1
970,1
971,1
972,1
973,1
974,1
975,1
976,1
977,1
978,0
979,1
980,1
981,1
982,1
983,0
984,0
985,1
986,1
987,1
988,1
989,1
990,1
991,1
992,1
993,0
994,0
995,1
996,0
997,0
998,0
999,0
1000,0
1001,1
1002,1
1003,0
1004,0
1005,0
1006,0
1007,0
1008,0
1009,0
1010,0
1011,0
1012,0
1013,1
1014,0
1015,0
1016,0
1017,0
1018,0
1019,0
1020,0
1021,0
1022,0
1023,0
1024,0
1025,0
1026,0
1027,0
1028,0
1029,1
1030,1
1031,0
1032,0
1033,0
1034,1
1035,0
1036,0
1037,0
1038,0
1039,0
1040,0
1041,0
1042,1
1043,0
1044,1
1045,0
1046,1
1047,1
1048,0
1049,0
1050,0
1051,1
1052,0
1053,1
1054,0
1055,1
1056,1
1057,0
1058,0
1059,0
1060,0
1061,0
1062,0
1063,0
1064,0
1065,0
1066,1
1067,0
1068,0
1069,0
1070,1
1071,0
1072,0
1073,0
1074,0
1075,0
1076,1
1077,0
1078,0
1079,0
1080,1
1081,1
1082,0
1083,1
1084,1
1085,1
1086,0
1087,0
1088,0
1089,0
1090,1
1091,0
1092,0
1093,0
1094,1
1095,0
1096,0
1097,1
1098,0
1099,0
1100,0
1101,0
1102,1
1103,0
1104,0
1105,0
1106,1
1107,1
1108,1
1109,1
1110,1
1111,0
1112,1
1113,1
1114,0
1115,0
1116,1
1117,0
1118,0
1119,0
1120,0
1121,1
1122,1
1123,0
1124,1
1125,0
1126,0
1127,0
1128,1
1129,1
1130,0
1131,1
1132,1
1133,1
1134,1
1135,0
1136,1
1137,1
1138,1
1139,1
1140,1
1141,1
1142,1
1143,0
1144,1
1145,0
1146,1
1147,0
1148,0
1149,0
1150,0
1151,0
1152,0
1153,1
1154,0
1155,1
1156,1
1157,0
1158,1
1159,1
1160,1
1161,1
1162,0
1163,1
1164,0
1165,1
1166,1
1167,0
1168,1
1169,1
1170,1
1171,0
1172,1
1173,1
1174,0
1175,0
1176,1
1177,1
1178,1
1179,0
1180,0
1181,0
1182,0
1183,1
1184,0
1185,1
1186,1
1187,1
1188,1
1189,1
1190,0
1191,1
1192,1
1193,0
1194,1
1195,0
1196,1
1197,1
1198,1
1199,0
1200,0
1201,0
1202,0
1203,0
1204,0
1205,0
1206,0
1207,0
1208,0
1209,0
1210,0
1211,0
1212,0
1213,1
1214,0
1215,0
1216,0
1217,0
1218,0
1219,0
1220,0
1221,0
1222,0
1223,0
1224,0
1225,0
1226,0
1227,0
1228,1
1229,0
1230,0
1231,0
1232,0
1233,0
1234,1
1235,1
1236,0
1237,0
1238,0
1239,0
1240,0
1241,0
1242,0
1243,0
1244,0
1245,1
1246,0
1247,0
1248,0
1249,1
1250,0
1251,0
1252,0
1253,0
1254,0
1255,1
1256,0
1257,0
1258,0
1259,0
1260,0
1261,0
1262,0
1263,0
1264,0
1265,0
1266,0
1267,0
1268,1
1269,1
1270,0
1271,0
1272,0
1273,1
1274,0
1275,1
1276,1
1277,1
1278,0
1279,0
1280,0
1281,0
1282,1
1283,0
1284,0
1285,0
1286,0
1287,1
1288,1
1289,0
1290,1
1291,0
1292,0
1293,0
1294,0
1295,1
1296,0
1297,1
1298,1
1299,0
1300,0
1301,1
1302,1
1303,0
1304,0
1305,0
1306,0
1307,0
1308,1
1309,0
1310,0
1311,1
1312,0
1313,1
1314,0
1315,1
1316,0
1317,0
1318,0
1319,1
1320,1
1321,1
1322,0
1323,1
1324,1
1325,0
1326,0
1327,1
1328,1
1329,0
1330,1
1331,0
1332,0
1333,1
1334,0
1335,0
1336,0
1337,1
1338,1
1339,1
1340,1
1341,0
1342,0
1343,1
1344,1
1345,0
1346,0
1347,1
1348,1
1349,0
1350,0
1351,0
1352,1
1353,1
1354,1
1355,0
1356,1
1357,1
1358,1
1359,1
1360,1
1361,1
1362,1
1363,1
1364,1
1365,1
1366,1
1367,1
1368,1
1369,1
1370,1
1371,1
1372,1
1373,1
1374,0
1375,0
1376,1
1377,1
1378,1
1379,0
1380,0
1381,1
1382,1
1383,0
1384,1
1385,1
1386,1
1387,1
1388,1
1389,1
1390,1
1391,1
1392,1
1393,1
1394,1
1395,0
1396,0
1397,1
1398,0
1399,0
1400,0
1401,0
1402,0
1403,0
1404,0
1405,0
1406,0
1407,0
1408,1
1409,0
1410,0
1411,0
1412,0
1413,0
1414,0
1415,0
1416,0
1417,0
1418,0
1419,0
1420,1
1421,0
1422,0
1423,0
1424,0
1425,1
1426,0
1427,0
1428,0
1429,0
1430,0
1431,0
1432,0
1433,0
1434,1
1435,0
1436,0
1437,0
1438,0
1439,0
1440,0
1441,0
1442,1
1443,0
1444,0
1445,0
1446,1
1447,0
1448,1
1449,0
1450,0
1451,0
1452,0
1453,0
1454,0
1455,0
1456,0
1457,0
1458,0
1459,1
1460,0
1461,0
1462,0
1463,0
1464,0
1465,0
1466,1
1467,0
1468,0
1469,1
1470,0
1471,0
1472,0
1473,1
1474,1
1475,0
1476,0
1477,0
1478,0
1479,1
1480,1
1481,0
1482,0
1483,0
1484,0
1485,0
1486,0
1487,1
1488,0
1489,0
1490,0
1491,1
1492,0
1493,0
1494,0
1495,0
1496,0
1497,1
1498,0
1499,1
1500,0
1501,1
1502,0
1503,0
1504,1
1505,0
1506,0
1507,1
1508,1
1509,1
1510,1
1511,0
1512,0
1513,1
1514,0
1515,1
1516,0
1517,0
1518,1
1519,0
1520,1
1521,1
1522,1
1523,1
1524,0
1525,0
1526,0
1527,0
1528,0
1529,0
1530,0
1531,1
1532,1
1533,1
1534,0
1535,1
1536,0
1537,1
1538,1
1539,0
1540,1
1541,0
1542,1
1543,0
1544,1
1545,0
1546,0
1547,1
1548,1
1549,1
1550,0
1551,1
1552,0
1553,0
1554,1
1555,1
1556,0
1557,1
1558,1
1559,1
1560,0
1561,1
1562,1
1563,0
1564,1
1565,0
1566,0
1567,0
1568,0
1569,0
1570,0
1571,0
1572,1
1573,0
1574,1
1575,1
1576,1
1577,1
1578,1
1579,1
1580,1
1581,1
1582,1
1583,1
1584,1
1585,1
1586,1
1587,0
1588,1
1589,0
1590,1
1591,1
1592,1
1593,0
1594,1
1595,1
1596,0
1597,1
1598,1
1599,1
1600,1
1601,1
1602,1
1603,1
1604,1
1605,1
1606,1
1607,0
1608,1
1609,1
1610,0
1611,1
1612,1
1613,1
1614,1
1615,1
1616,1
1617,1
1618,0
1619,0
1620,0
1621,0
1622,0
1623,0
1624,1
1625,0
1626,0
1627,0
1628,0
1629,1
1630,0
1631,1
1632,0
1633,0
1634,0
1635,0
1636,0
1637,0
1638,0
1639,0
1640,0
1641,0
1642,0
1643,0
1644,0
1645,0
1646,0
1647,0
1648,0
1649,0
1650,0
1651,0
1652,0
1653,0
1654,0
1655,0
1656,1
1657,0
1658,1
1659,0
1660,0
1661,0
1662,0
1663,0
1664,0
1665,0
1666,1
1667,0
1668,0
1669,0
1670,0
1671,0
1672,1
1673,1
1674,1
1675,0
1676,1
1677,0
1678,1
1679,0
1680,0
1681,0
1682,0
1683,0
1684,0
1685,0
1686,0
1687,1
1688,1
1689,1
1690,0
1691,0
1692,1
1693,1
1694,0
1695,0
1696,1
1697,0
1698,1
1699,0
1700,0
1701,0
1702,0
1703,1
1704,0
1705,1
1706,1
1707,0
1708,0
1709,1
1710,0
1711,0
1712,0
1713,0
1714,1
1715,0
1716,1
1717,1
1718,0
1719,1
1720,1
1721,1
1722,0
1723,1
1724,1
1725,1
1726,0
1727,1
1728,0
1729,0
1730,1
1731,0
1732,0
1733,0
1734,0
1735,0
1736,1
1737,1
1738,1
1739,1
1740,1
1741,0
1742,1
1743,1
1744,1
1745,1
1746,0
1747,1
1748,0
1749,0
1750,0
1751,0
1752,1
1753,1
1754,1
1755,0
1756,0
1757,1
1758,0
1759,1
1760,0
1761,1
1762,1
1763,1
1764,1
1765,1
1766,0
1767,1
1768,0
1769,1
1770,1
1771,1
1772,1
1773,0
1774,0
1775,1
1776,0
1777,1
1778,1
1779,1
1780,1
1781,1
1782,0
1783,1
1784,1
1785,1
1786,1
1787,1
1788,1
1789,0
1790,1
1791,0
1792,1
1793,1
1794,1
1795,1
1796,1
1797,1
1798,0
1799,1
1800,1
1801,1
1802,0
1803,0
1804,1
1805,1
1806,1
1807,0
1808,1
1809,1
1810,1
1811,0
1812,1
1813,1
1814,0
1815,0
1816,0
1817,0
1818,0
1819,0
1820,0
1821,0
1822,0
1823,0
1824,0
1825,0
1826,0
1827,0
1828,0
1829,0
1830,0
1831,0
1832,1
1833,0
1834,0
1835,0
1836,0
1837,0
1838,0
1839,1
1840,0
1841,1
1842,0
1843,0
1844,0
1845,0
1846,0
1847,1
1848,0
1849,0
1850,0
1851,0
1852,0
1853,0
1854,0
1855,0
1856,0
1857,0
1858,0
1859,0
1860,0
1861,1
1862,1
1863,1
1864,0
1865,0
1866,0
1867,0
1868,1
1869,1
1870,0
1871,0
1872,1
1873,0
1874,1
1875,0
1876,0
1877,0
1878,1
1879,0
1880,0
1881,0
1882,0
1883,1
1884,0
1885,0
1886,1
1887,0
1888,1
1889,0
1890,0
1891,1
1892,0
1893,1
1894,1
1895,0
1896,0
1897,0
1898,0
1899,0
1900,0
1901,0
1902,0
1903,0
1904,1
1905,0
1906,1
1907,1
1908,1
1909,0
1910,0
1911,1
1912,0
1913,1
1914,1
1915,0
1916,0
1917,0
1918,1
1919,0
1920,0
1921,1
1922,0
1923,0
1924,0
1925,1
1926,0
1927,0
1928,0
1929,1
1930,0
1931,0
1932,0
1933,0
1934,1
1935,0
1936,1
1937,0
1938,0
1939,1
1940,1
1941,1
1942,1
1943,1
1944,1
1945,0
1946,1
1947,0
1948,1
1949,1
1950,1
1951,1
1952,0
1953,1
1954,1
1955,0
1956,1
1957,0
1958,1
1959,1
1960,0
1961,0
1962,0
1963,1
1964,1
1965,1
1966,1
1967,1
1968,0
1969,1
1970,0
1971,1
1972,0
1973,1
1974,1
1975,1
1976,1
1977,0
1978,1
1979,1
1980,1
1981,0
1982,1
1983,1
1984,1
1985,1
1986,0
1987,1
1988,0
1989,0
1990,1
1991,1
1992,1
1993,1
1994,1
1995,1
1996,1
1997,1
1998,1
1999,1
2000,1
2001,1
2002,1
2003,1
2004,1
2005,1
2006,0
2007,0
2008,1
2009,1
2010,1
2011,1
2012,1
2013,1
2014,1
2015,0
2016,1
2017,1
2018,1
2019,1
2020,1
2021,1
2022,0
2023,0
2024,0
2025,0
2026,0
2027,0
2028,0
2029,0
2030,1
2031,1
2032,0
2033,0
2034,0
2035,0
2036,0
2037,0
2038,0
2039,0
2040,0
2041,0
2042,0
2043,0
2044,0
2045,0
2046,0
2047,0
2048,0
2049,1
2050,0
2051,0
2052,0
2053,1
2054,0
2055,0
2056,1
2057,0
2058,0
2059,0
2060,0
2061,0
2062,0
2063,0
2064,1
2065,1
2066,1
2067,1
2068,1
2069,0
2070,0
2071,0
2072,0
2073,0
2074,0
2075,0
2076,0
2077,0
2078,0
2079,0
2080,0
2081,0
2082,1
2083,0
2084,0
2085,0
2086,1
2087,1
2088,0
2089,0
2090,0
2091,1
2092,0
2093,0
2094,0
2095,1
2096,0
2097,0
2098,1
2099,1
2100,0
2101,0
2102,1
2103,0
2104,1
2105,0
2106,0
2107,1
2108,0
2109,0
2110,0
2111,0
2112,0
2113,1
2114,0
2115,1
2116,1
2117,0
2118,1
2119,1
2120,1
2121,0
2122,1
2123,1
2124,0
2125,1
2126,0
2127,1
2128,1
2129,1
2130,0
2131,1
2132,1
2133,1
2134,0
2135,0
2136,1
2137,1
2138,0
2139,0
2140,1
2141,1
2142,0
2143,1
2144,1
2145,1
2146,1
2147,1
2148,0
2149,1
2150,0
2151,0
2152,1
2153,0
2154,1
2155,1
2156,1
2157,1
2158,0
2159,1
2160,1
2161,1
2162,1
2163,1
2164,1
2165,1
2166,1
2167,1
2168,1
2169,1
2170,1
2171,0
2172,0
2173,0
2174,1
2175,1
2176,0
2177,0
2178,1
2179,1
2180,0
2181,1
2182,0
2183,1
2184,1
2185,1
2186,1
2187,0
2188,1
2189,1
2190,1
2191,1
2192,1
2193,0
2194,1
2195,1
2196,1
2197,1
2198,1
2199,1
2200,0
2201,1
2202,1
2203,1
2204,1
2205,1
2206,1
2207,1
2208,1
2209,1
2210,0
2211,1
2212,1
2213,1
2214,1
2215,1
2216,1
2217,1
2218,1
2219,1
2220,1
2221,1
2222,1
2223,1
2224,1
2225,1
2226,1
2227,1
2228,0
2229,0
2230,1
2231,1
2232,0
2233,0
2234,0
2235,0
2236,0
2237,0
2238,0
2239,0
2240,0
2241,0
2242,0
2243,0
2244,0
2245,0
2246,0
2247,0
2248,0
2249,0
2250,0
2251,0
2252,1
2253,0
2254,0
2255,0
2256,1
2257,0
2258,0
2259,0
2260,0
2261,0
2262,0
2263,0
2264,0
2265,0
2266,0
2267,0
2268,0
2269,0
2270,0
2271,0
2272,0
2273,0
2274,0
2275,0
2276,0
2277,0
2278,0
2279,0
2280,0
2281,0
2282,1
2283,0
2284,0
2285,0
2286,0
2287,0
2288,0
2289,1
2290,0
2291,0
2292,0
2293,0
2294,0
2295,0
2296,1
2297,0
2298,1
2299,0
2300,1
2301,0
2302,0
2303,1
2304,1
2305,1
2306,0
2307,1
2308,0
2309,0
2310,0
2311,0
2312,0
2313,0
2314,0
2315,0
2316,1
2317,1
2318,0
2319,1
2320,0
2321,0
2322,0
2323,0
2324,0
2325,1
2326,0
2327,0
2328,0
2329,0
2330,1
2331,1
2332,0
2333,0
2334,0
2335,0
2336,0
2337,1
2338,1
2339,1
2340,0
2341,1
2342,0
2343,0
2344,0
2345,0
2346,1
2347,1
2348,1
2349,0
2350,0
2351,1
2352,0
2353,1
2354,1
2355,1
2356,0
2357,0
2358,1
2359,1
2360,1
2361,1
2362,0
2363,0
2364,1
2365,0
2366,0
2367,0
2368,1
2369,0
2370,1
2371,0
2372,1
2373,0
2374,0
2375,1
2376,1
2377,1
2378,1
2379,1
2380,1
2381,0
2382,1
2383,0
2384,0
2385,1
2386,0
2387,1
2388,0
2389,0
2390,0
2391,1
2392,1
2393,0
2394,0
2395,0
2396,0
2397,1
2398,1
2399,1
2400,0
2401,1
2402,0
2403,0
2404,1
2405,1
2406,0
2407,0
2408,1
2409,1
2410,1
2411,1
2412,1
2413,1
2414,0
2415,1
2416,0
2417,0
2418,0
2419,0
2420,1
2421,1
2422,0
2423,1
2424,1
2425,1
2426,0
2427,1
2428,1
2429,0
2430,0
2431,1
2432,1
2433,1
2434,1
2435,1
2436,1
2437,1
2438,0
2439,0
2440,0
2441,1
2442,1
2443,1
2444,0
2445,1
2446,0
2447,1
2448,1
2449,1
2450,1
2451,0
2452,1
2453,1
2454,1
2455,1
2456,1
2457,0
2458,1
2459,1
2460,1
2461,1
2462,1
2463,0
2464,1
2465,1
2466,1
2467,1
2468,0
2469,1
2470,1
2471,1
2472,1
2473,1
2474,1
2475,0
2476,0
2477,0
2478,0
2479,0
2480,0
2481,0
2482,0
2483,0
2484,0
2485,0
2486,0
2487,0
2488,1
2489,0
2490,0
2491,0
2492,0
2493,1
2494,0
2495,0
2496,0
2497,0
2498,0
2499,0
2500,0
2501,0
2502,0
2503,0
2504,0
2505,1
2506,0
2507,0
2508,0
2509,0
2510,1
2511,0
2512,0
2513,0
2514,0
2515,0
2516,0
2517,0
2518,1
2519,1
2520,0
2521,0
2522,1
2523,0
2524,1
2525,0
2526,0
2527,1
2528,0
2529,0
2530,0
2531,1
2532,1
2533,0
2534,1
2535,0
2536,0
2537,0
2538,1
2539,0
2540,0
2541,0
2542,0
2543,0
2544,0
2545,0
2546,0
2547,1
2548,0
2549,0
2550,0
2551,0
2552,0
2553,0
2554,0
2555,0
2556,0
2557,1
2558,0
2559,0
2560,1
2561,1
2562,0
2563,1
2564,0
2565,0
2566,0
2567,0
2568,0
2569,1
2570,0
2571,0
2572,1
2573,1
2574,0
2575,1
2576,1
2577,1
2578,0
2579,1
2580,0
2581,1
2582,1
2583,1
2584,1
2585,0
2586,0
2587,0
2588,1
2589,1
2590,1
2591,0
2592,1
2593,1
2594,1
2595,1
2596,1
2597,1
2598,1
2599,1
2600,0
2601,0
2602,0
2603,1
2604,0
2605,1
2606,0
2607,0
2608,1
2609,0
2610,1
2611,0
2612,1
2613,1
2614,0
2615,0
2616,0
2617,0
2618,1
2619,0
2620,0
2621,0
2622,0
2623,1
2624,0
2625,1
2626,1
2627,1
2628,1
2629,1
2630,0
2631,1
2632,1
2633,1
2634,1
2635,1
2636,0
2637,0
2638,1
2639,0
2640,1
2641,1
2642,1
2643,1
2644,1
2645,1
2646,0
2647,1
2648,1
2649,0
2650,1
2651,1
2652,1
2653,0
2654,0
2655,1
2656,0
2657,1
2658,1
2659,1
2660,1
2661,0
2662,1
2663,1
2664,1
2665,0
2666,0
2667,0
2668,0
2669,0
2670,0
2671,0
2672,0
2673,0
2674,0
2675,0
2676,0
2677,0
2678,0
2679,0
2680,0
2681,0
2682,0
2683,0
2684,1
2685,0
2686,0
2687,0
2688,0
2689,0
2690,0
2691,0
2692,0
2693,0
2694,0
2695,0
2696,0
2697,0
2698,0
2699,0
2700,0
2701,0
2702,1
2703,0
2704,0
2705,0
2706,0
2707,0
2708,0
2709,0
2710,1
2711,0
2712,1
2713,0
2714,0
2715,0
2716,0
2717,0
2718,1
2719,0
2720,1
2721,0
2722,0
2723,0
2724,1
2725,0
2726,0
2727,0
2728,1
2729,0
2730,1
2731,1
2732,1
2733,1
2734,0
2735,0
2736,0
2737,0
2738,1
2739,0
2740,0
2741,0
2742,1
2743,0
2744,0
2745,0
2746,0
2747,0
2748,0
2749,0
2750,0
2751,0
2752,0
2753,0
2754,0
2755,0
2756,0
2757,1
2758,1
2759,1
2760,0
2761,1
2762,1
2763,0
2764,1
2765,1
2766,0
2767,0
2768,1
2769,0
2770,0
2771,0
2772,1
2773,0
2774,1
2775,1
2776,1
2777,0
2778,1
2779,0
2780,1
2781,1
2782,0
2783,1
2784,1
2785,1
2786,1
2787,0
2788,0
2789,0
2790,0
2791,1
2792,0
2793,1
2794,1
2795,0
2796,0
2797,1
2798,1
2799,1
2800,0
2801,0
2802,1
2803,1
2804,1
2805,1
2806,0
2807,1
2808,0
2809,0
2810,0
2811,1
2812,0
2813,1
2814,1
2815,1
2816,1
2817,0
2818,0
2819,0
2820,0
2821,0
2822,1
2823,1
2824,1
2825,0
2826,1
2827,1
2828,1
2829,0
2830,1
2831,1
2832,1
2833,1
2834,1
2835,1
2836,0
2837,1
2838,1
2839,1
2840,0
2841,1
2842,1
2843,1
2844,1
2845,1
2846,0
2847,1
2848,1
2849,1
2850,1
2851,1
2852,1
2853,1
2854,1
2855,1
2856,1
2857,1
2858,1
2859,1
2860,1
2861,1
2862,1
2863,1
2864,1
2865,1
2866,0
2867,1
2868,0
2869,0
2870,0
2871,0
2872,0
2873,0
2874,0
2875,0
2876,0
2877,0
2878,0
2879,0
2880,0
2881,0
2882,0
2883,0
2884,0
2885,0
2886,0
2887,0
2888,0
2889,0
2890,0
2891,1
2892,0
2893,0
2894,0
2895,0
2896,0
2897,0
2898,0
2899,0
2900,0
2901,0
2902,0
2903,0
2904,0
2905,1
2906,0
2907,0
2908,0
2909,0
2910,1
2911,1
2912,0
2913,1
2914,0
2915,0
2916,0
2917,0
2918,0
2919,1
2920,0
2921,0
2922,0
2923,1
2924,0
2925,0
2926,0
2927,0
2928,0
2929,0
2930,0
2931,0
2932,0
2933,1
2934,0
2935,0
2936,0
2937,1
2938,1
2939,0
2940,0
2941,1
2942,0
2943,0
2944,0
2945,0
2946,0
2947,0
2948,0
2949,1
2950,1
2951,1
2952,0
2953,0
2954,0
2955,0
2956,0
2957,0
2958,0
2959,0
2960,1
2961,1
2962,1
2963,0
2964,0
2965,0
2966,1
2967,0
2968,0
2969,1
2970,1
2971,1
2972,0
2973,0
2974,1
2975,0
2976,0
2977,1
2978,0
2979,0
2980,1
2981,0
2982,0
2983,1
2984,1
2985,1
2986,0
2987,0
2988,0
2989,1
2990,1
2991,1
2992,0
2993,1
2994,0
2995,0
2996,1
2997,1
